ID_TBED,Birth_Group_TBED,First_Seen_Group_TBED,Final_Group_TBED,Sex,BirthDate,immigration_date,First_date,LastSeenDate,DeathDate,Final_date,TB_death,Final_age,Final_age_years,final_age_accurate,TB_final_status,TB_signs_date,TB_signs_group_TBED,TB_exposure_date,TB_exposed_group_TBED,TB_exposure_type,TB_date_Birthgroup,TB_date_immigrated_group,TB_date_Final_group
ID_3008,Group_30,NA,Group_30,F,24/07/2015,NA,24/07/2015,07/07/2016,09/07/2016,09/07/2016,TRUE,351,0.96,TRUE,exposed_signs,22/06/2016,Group_30,24/07/2015,Group_30,Birthdate,09/06/2012,NA,09/06/2012
ID_3323,Group_30,NA,Group_30,M,24/07/2015,NA,24/07/2015,01/07/2016,01/07/2016,01/07/2016,TRUE,343,0.94,TRUE,exposed_signs,24/06/2016,Group_30,24/07/2015,Group_30,Birthdate,09/06/2012,NA,09/06/2012
ID_184,Group_30,NA,Group_30,F,24/07/2015,NA,24/07/2015,07/09/2015,07/09/2015,07/09/2015,FALSE,45,0.12,TRUE,exposed_asymptomatic,NA,NA,24/07/2015,Group_30,Birthdate,09/06/2012,NA,09/06/2012
ID_1095,Group_30,NA,Group_30,M,24/07/2015,NA,24/07/2015,16/07/2016,16/07/2016,16/07/2016,TRUE,358,0.98,TRUE,exposed_signs,22/06/2016,Group_30,24/07/2015,Group_30,Birthdate,09/06/2012,NA,09/06/2012
ID_3260,Group_45,NA,Group_45,F,05/08/2015,NA,05/08/2015,13/03/2016,13/03/2016,13/03/2016,FALSE,221,0.61,TRUE,exposed_signs,25/01/2016,Group_45,05/08/2015,Group_45,Birthdate,18/03/2003,NA,18/03/2003
ID_997,Group_45,NA,Group_45,F,05/08/2015,NA,05/08/2015,22/10/2015,22/10/2015,22/10/2015,FALSE,78,0.21,TRUE,exposed_asymptomatic,NA,NA,05/08/2015,Group_45,Birthdate,18/03/2003,NA,18/03/2003
ID_1116,Group_45,NA,Group_45,F,05/08/2015,NA,05/08/2015,08/11/2015,08/11/2015,08/11/2015,FALSE,95,0.26,TRUE,exposed_asymptomatic,NA,NA,05/08/2015,Group_45,Birthdate,18/03/2003,NA,18/03/2003
ID_2813,Group_45,NA,Group_45,M,05/08/2015,NA,05/08/2015,17/09/2015,17/09/2015,17/09/2015,FALSE,43,0.12,TRUE,exposed_asymptomatic,NA,NA,05/08/2015,Group_45,Birthdate,18/03/2003,NA,18/03/2003
ID_1328,Group_45,NA,Group_45,M,05/08/2015,NA,05/08/2015,11/02/2016,11/02/2016,11/02/2016,TRUE,190,0.52,TRUE,exposed_signs,07/01/2016,Group_45,05/08/2015,Group_45,Birthdate,18/03/2003,NA,18/03/2003
ID_660,Group_45,NA,Group_45,M,05/08/2015,NA,05/08/2015,03/04/2016,03/04/2016,03/04/2016,FALSE,242,0.66,TRUE,exposed_asymptomatic,NA,NA,05/08/2015,Group_45,Birthdate,18/03/2003,NA,18/03/2003
ID_3002,Group_45,NA,Group_45,M,05/08/2015,NA,05/08/2015,06/03/2016,06/03/2016,06/03/2016,FALSE,214,0.59,TRUE,exposed_asymptomatic,NA,NA,05/08/2015,Group_45,Birthdate,18/03/2003,NA,18/03/2003
ID_3289,Group_138,NA,Group_138,U,30/07/2015,NA,30/07/2015,07/09/2015,07/09/2015,07/09/2015,FALSE,39,0.11,TRUE,exposed_asymptomatic,NA,NA,30/07/2015,Group_138,Birthdate,27/12/2013,NA,27/12/2013
ID_1059,Group_138,NA,Group_138,M,30/07/2015,NA,30/07/2015,24/10/2015,25/10/2015,25/10/2015,FALSE,87,0.24,TRUE,exposed_asymptomatic,NA,NA,30/07/2015,Group_138,Birthdate,27/12/2013,NA,27/12/2013
ID_2738,Group_138,NA,Group_138,M,30/07/2015,NA,30/07/2015,19/12/2015,19/12/2015,19/12/2015,FALSE,142,0.39,TRUE,exposed_asymptomatic,NA,NA,30/07/2015,Group_138,Birthdate,27/12/2013,NA,27/12/2013
ID_1661,Group_76,NA,Group_76,F,12/08/2015,NA,12/08/2015,03/11/2015,04/11/2015,04/11/2015,FALSE,84,0.23,TRUE,exposed_asymptomatic,NA,NA,12/08/2015,Group_76,Birthdate,20/07/2011,NA,20/07/2011
ID_755,Group_76,NA,Group_76,F,12/08/2015,NA,12/08/2015,19/05/2016,19/05/2016,19/05/2016,FALSE,281,0.77,TRUE,exposed_asymptomatic,NA,NA,12/08/2015,Group_76,Birthdate,20/07/2011,NA,20/07/2011
ID_2727,Group_76,NA,Group_76,F,12/08/2015,NA,12/08/2015,14/02/2017,12/03/2017,12/03/2017,TRUE,578,1.58,TRUE,exposed_signs,09/06/2016,Group_76,12/08/2015,Group_76,Birthdate,20/07/2011,NA,20/07/2011
ID_1269,NA,NA,NA,U,NA,31/08/2015,31/08/2015,31/08/2015,31/08/2015,31/08/2015,FALSE,0,0,FALSE,unexposed,NA,NA,NA,NA,none,NA,NA,NA
ID_1966,Group_28,NA,Group_28,M,09/08/2015,NA,09/08/2015,05/06/2016,05/06/2016,05/06/2016,FALSE,301,0.82,TRUE,exposed_asymptomatic,NA,NA,09/08/2015,Group_28,Birthdate,06/04/2011,NA,06/04/2011
ID_3032,Group_28,NA,Group_28,M,09/08/2015,NA,09/08/2015,11/08/2016,11/08/2016,11/08/2016,TRUE,368,1.01,TRUE,exposed_signs,08/07/2016,Group_28,09/08/2015,Group_28,Birthdate,06/04/2011,NA,06/04/2011
ID_514,Group_28,NA,NA,F,09/08/2015,NA,09/08/2015,29/12/2019,29/12/2019,29/12/2019,FALSE,1603,4.39,TRUE,exposed_asymptomatic,NA,NA,09/08/2015,Group_28,Birthdate,06/04/2011,NA,NA
ID_2273,Group_28,NA,Group_133,F,09/08/2015,NA,09/08/2015,29/12/2020,NA,28/12/2020,FALSE,1968,5.39,TRUE,exposed_asymptomatic,NA,NA,09/08/2015,Group_28,Birthdate,06/04/2011,NA,26/10/2019
ID_2459,Group_69,NA,Group_69,U,15/08/2015,NA,15/08/2015,10/09/2015,12/09/2015,12/09/2015,FALSE,28,0.08,TRUE,exposed_asymptomatic,NA,NA,15/08/2015,Group_69,Birthdate,08/02/2007,NA,08/02/2007
ID_229,Group_69,NA,Group_69,U,15/08/2015,NA,15/08/2015,11/09/2015,12/09/2015,12/09/2015,FALSE,28,0.08,TRUE,exposed_asymptomatic,NA,NA,15/08/2015,Group_69,Birthdate,08/02/2007,NA,08/02/2007
ID_3227,Group_69,NA,Group_69,U,15/08/2015,NA,15/08/2015,12/09/2015,12/09/2015,12/09/2015,FALSE,28,0.08,TRUE,exposed_asymptomatic,NA,NA,15/08/2015,Group_69,Birthdate,08/02/2007,NA,08/02/2007
ID_1149,Group_69,NA,Group_69,U,15/08/2015,NA,15/08/2015,10/09/2015,12/09/2015,12/09/2015,FALSE,28,0.08,TRUE,exposed_asymptomatic,NA,NA,15/08/2015,Group_69,Birthdate,08/02/2007,NA,08/02/2007
ID_3135,Group_44,NA,Group_44,M,05/09/2015,NA,05/09/2015,14/01/2016,15/01/2016,15/01/2016,FALSE,132,0.36,TRUE,unexposed,NA,NA,NA,NA,none,17/09/2016,NA,17/09/2016
ID_947,Group_44,NA,Group_44,M,05/09/2015,NA,05/09/2015,04/12/2015,04/12/2015,04/12/2015,FALSE,90,0.25,TRUE,unexposed,NA,NA,NA,NA,none,17/09/2016,NA,17/09/2016
ID_3167,Group_44,NA,Group_44,M,05/09/2015,NA,05/09/2015,04/12/2015,04/12/2015,04/12/2015,FALSE,90,0.25,TRUE,unexposed,NA,NA,NA,NA,none,17/09/2016,NA,17/09/2016
ID_1922,NA,Group_103,Group_103,M,NA,25/09/2015,25/09/2015,15/12/2015,15/12/2015,15/12/2015,FALSE,81,0.22,FALSE,exposed_asymptomatic,NA,NA,25/09/2015,Group_103,group_change,NA,18/12/2013,18/12/2013
ID_3403,Group_55,NA,Group_55,F,13/09/2015,NA,13/09/2015,24/12/2015,25/01/2016,25/01/2016,FALSE,134,0.37,TRUE,exposed_asymptomatic,NA,NA,13/09/2015,Group_55,Birthdate,03/04/2011,NA,03/04/2011
ID_1100,Group_55,NA,Group_55,F,13/09/2015,NA,13/09/2015,27/12/2015,25/01/2016,25/01/2016,FALSE,134,0.37,TRUE,exposed_asymptomatic,NA,NA,13/09/2015,Group_55,Birthdate,03/04/2011,NA,03/04/2011
ID_2556,Group_55,NA,Group_55,F,13/09/2015,NA,13/09/2015,13/12/2015,14/12/2015,14/12/2015,FALSE,92,0.25,TRUE,exposed_asymptomatic,NA,NA,13/09/2015,Group_55,Birthdate,03/04/2011,NA,03/04/2011
ID_912,Group_55,NA,Group_55,F,13/09/2015,NA,13/09/2015,18/12/2015,21/12/2015,21/12/2015,FALSE,99,0.27,TRUE,exposed_asymptomatic,NA,NA,13/09/2015,Group_55,Birthdate,03/04/2011,NA,03/04/2011
ID_1567,Group_55,NA,Group_55,M,13/09/2015,NA,13/09/2015,29/12/2015,29/12/2015,29/12/2015,FALSE,107,0.29,TRUE,exposed_asymptomatic,NA,NA,13/09/2015,Group_55,Birthdate,03/04/2011,NA,03/04/2011
ID_2188,Group_7,NA,Group_7,F,18/09/2015,NA,18/09/2015,19/12/2015,24/12/2015,24/12/2015,FALSE,97,0.27,TRUE,exposed_asymptomatic,NA,NA,18/09/2015,Group_7,Birthdate,30/01/2015,NA,30/01/2015
ID_2494,Group_7,NA,Group_7,M,18/09/2015,NA,18/09/2015,15/12/2015,15/12/2015,15/12/2015,FALSE,88,0.24,TRUE,exposed_asymptomatic,NA,NA,18/09/2015,Group_7,Birthdate,30/01/2015,NA,30/01/2015
ID_1490,Group_7,NA,Group_7,U,18/09/2015,NA,18/09/2015,16/10/2015,16/10/2015,16/10/2015,FALSE,28,0.08,TRUE,exposed_asymptomatic,NA,NA,18/09/2015,Group_7,Birthdate,30/01/2015,NA,30/01/2015
ID_2094,Group_103,NA,Group_103,M,20/09/2015,NA,20/09/2015,23/12/2015,24/12/2015,24/12/2015,FALSE,95,0.26,TRUE,exposed_asymptomatic,NA,NA,20/09/2015,Group_103,Birthdate,18/12/2013,NA,18/12/2013
ID_2516,Group_103,NA,Group_103,M,20/09/2015,NA,20/09/2015,21/12/2015,21/12/2015,21/12/2015,FALSE,92,0.25,TRUE,exposed_asymptomatic,NA,NA,20/09/2015,Group_103,Birthdate,18/12/2013,NA,18/12/2013
ID_2485,Group_103,NA,Group_103,M,20/09/2015,NA,20/09/2015,27/12/2015,27/12/2015,27/12/2015,FALSE,98,0.27,TRUE,exposed_asymptomatic,NA,NA,20/09/2015,Group_103,Birthdate,18/12/2013,NA,18/12/2013
ID_2337,Group_103,NA,Group_103,M,20/09/2015,NA,20/09/2015,31/12/2015,31/12/2015,31/12/2015,FALSE,102,0.28,TRUE,exposed_asymptomatic,NA,NA,20/09/2015,Group_103,Birthdate,18/12/2013,NA,18/12/2013
ID_1886,Group_41,NA,Group_41,F,27/09/2015,NA,27/09/2015,18/12/2015,21/12/2015,21/12/2015,FALSE,85,0.23,TRUE,unexposed,NA,NA,NA,NA,none,12/07/2016,NA,12/07/2016
ID_1140,Group_41,NA,Group_41,F,27/09/2015,NA,27/09/2015,16/12/2015,16/12/2015,16/12/2015,FALSE,80,0.22,TRUE,unexposed,NA,NA,NA,NA,none,12/07/2016,NA,12/07/2016
ID_1370,Group_41,NA,Group_41,M,27/09/2015,NA,27/09/2015,18/12/2015,21/12/2015,21/12/2015,FALSE,85,0.23,TRUE,unexposed,NA,NA,NA,NA,none,12/07/2016,NA,12/07/2016
ID_919,Group_145,NA,Group_145,F,23/09/2015,NA,23/09/2015,03/12/2015,03/12/2015,03/12/2015,FALSE,71,0.19,TRUE,exposed_asymptomatic,NA,NA,23/09/2015,Group_145,Birthdate,06/03/2009,NA,06/03/2009
ID_1375,Group_145,NA,Group_145,M,23/09/2015,NA,23/09/2015,04/01/2016,04/01/2016,04/01/2016,FALSE,103,0.28,TRUE,exposed_asymptomatic,NA,NA,23/09/2015,Group_145,Birthdate,06/03/2009,NA,06/03/2009
ID_2867,Group_145,NA,Group_145,F,23/09/2015,NA,23/09/2015,09/12/2015,09/12/2015,09/12/2015,FALSE,77,0.21,TRUE,exposed_asymptomatic,NA,NA,23/09/2015,Group_145,Birthdate,06/03/2009,NA,06/03/2009
ID_1586,Group_145,NA,Group_145,M,23/09/2015,NA,23/09/2015,27/10/2015,28/10/2015,28/10/2015,FALSE,35,0.1,TRUE,exposed_asymptomatic,NA,NA,23/09/2015,Group_145,Birthdate,06/03/2009,NA,06/03/2009
ID_3075,Group_7,NA,Group_7,U,18/09/2015,NA,18/09/2015,16/10/2015,16/10/2015,16/10/2015,FALSE,28,0.08,TRUE,exposed_asymptomatic,NA,NA,18/09/2015,Group_7,Birthdate,30/01/2015,NA,30/01/2015
ID_1510,Group_150,NA,Group_150,U,27/09/2015,NA,27/09/2015,27/10/2015,27/10/2015,27/10/2015,FALSE,30,0.08,TRUE,exposed_asymptomatic,NA,NA,27/09/2015,Group_150,Birthdate,25/05/2008,NA,25/05/2008
ID_2627,Group_150,NA,Group_150,U,27/09/2015,NA,27/09/2015,07/11/2015,07/11/2015,07/11/2015,FALSE,41,0.11,TRUE,exposed_asymptomatic,NA,NA,27/09/2015,Group_150,Birthdate,25/05/2008,NA,25/05/2008
ID_2694,Group_150,NA,Group_150,F,27/09/2015,NA,27/09/2015,21/11/2015,22/11/2015,22/11/2015,FALSE,56,0.15,TRUE,exposed_asymptomatic,NA,NA,27/09/2015,Group_150,Birthdate,25/05/2008,NA,25/05/2008
ID_1008,Group_76,NA,Group_76,U,08/10/2015,NA,08/10/2015,18/12/2015,18/12/2015,18/12/2015,FALSE,71,0.19,TRUE,exposed_asymptomatic,NA,NA,08/10/2015,Group_76,Birthdate,20/07/2011,NA,20/07/2011
ID_2204,Group_76,NA,Group_76,U,08/10/2015,NA,08/10/2015,14/12/2015,14/12/2015,14/12/2015,FALSE,67,0.18,TRUE,exposed_asymptomatic,NA,NA,08/10/2015,Group_76,Birthdate,20/07/2011,NA,20/07/2011
ID_1502,Group_76,NA,Group_76,U,08/10/2015,NA,08/10/2015,07/12/2015,07/12/2015,07/12/2015,FALSE,60,0.16,TRUE,exposed_asymptomatic,NA,NA,08/10/2015,Group_76,Birthdate,20/07/2011,NA,20/07/2011
ID_2980,Group_76,NA,Group_76,U,08/10/2015,NA,08/10/2015,24/12/2015,24/12/2015,24/12/2015,FALSE,77,0.21,TRUE,exposed_asymptomatic,NA,NA,08/10/2015,Group_76,Birthdate,20/07/2011,NA,20/07/2011
ID_27,Group_119,NA,Group_119,M,10/10/2015,NA,10/10/2015,08/11/2015,08/11/2015,08/11/2015,FALSE,29,0.08,TRUE,exposed_asymptomatic,NA,NA,10/10/2015,Group_119,Birthdate,03/02/2015,NA,03/02/2015
ID_208,Group_119,NA,Group_119,F,10/10/2015,NA,10/10/2015,04/11/2015,05/11/2015,05/11/2015,FALSE,26,0.07,TRUE,exposed_asymptomatic,NA,NA,10/10/2015,Group_119,Birthdate,03/02/2015,NA,03/02/2015
ID_2124,Group_119,NA,Group_119,M,10/10/2015,NA,10/10/2015,04/12/2015,04/12/2015,04/12/2015,FALSE,55,0.15,TRUE,exposed_asymptomatic,NA,NA,10/10/2015,Group_119,Birthdate,03/02/2015,NA,03/02/2015
ID_3250,Group_119,NA,Group_119,M,10/10/2015,NA,10/10/2015,19/11/2015,21/11/2015,21/11/2015,FALSE,42,0.11,TRUE,exposed_asymptomatic,NA,NA,10/10/2015,Group_119,Birthdate,03/02/2015,NA,03/02/2015
ID_1507,Group_62,NA,Group_62,U,25/09/2015,NA,25/09/2015,18/10/2015,18/10/2015,18/10/2015,FALSE,23,0.06,TRUE,unexposed,NA,NA,NA,NA,none,NA,NA,NA
ID_249,Group_62,NA,Group_62,U,25/09/2015,NA,25/09/2015,18/10/2015,18/10/2015,18/10/2015,FALSE,23,0.06,TRUE,unexposed,NA,NA,NA,NA,none,NA,NA,NA
ID_388,Group_141,NA,Group_141,U,29/10/2015,NA,29/10/2015,29/10/2015,29/10/2015,29/10/2015,FALSE,0,0,TRUE,exposed_asymptomatic,NA,NA,29/10/2015,Group_141,Birthdate,22/07/2015,NA,22/07/2015
ID_2960,Group_141,NA,Group_141,U,29/10/2015,NA,29/10/2015,29/10/2015,29/10/2015,29/10/2015,FALSE,0,0,TRUE,exposed_asymptomatic,NA,NA,29/10/2015,Group_141,Birthdate,22/07/2015,NA,22/07/2015
ID_832,Group_141,NA,Group_141,U,29/10/2015,NA,29/10/2015,29/10/2015,29/10/2015,29/10/2015,FALSE,0,0,TRUE,exposed_asymptomatic,NA,NA,29/10/2015,Group_141,Birthdate,22/07/2015,NA,22/07/2015
ID_2928,Group_141,NA,Group_141,U,29/10/2015,NA,29/10/2015,29/10/2015,29/10/2015,29/10/2015,FALSE,0,0,TRUE,exposed_asymptomatic,NA,NA,29/10/2015,Group_141,Birthdate,22/07/2015,NA,22/07/2015
ID_1396,Group_141,NA,Group_141,U,29/10/2015,NA,29/10/2015,29/10/2015,29/10/2015,29/10/2015,FALSE,0,0,TRUE,exposed_asymptomatic,NA,NA,29/10/2015,Group_141,Birthdate,22/07/2015,NA,22/07/2015
ID_709,NA,NA,NA,U,NA,09/11/2015,09/11/2015,09/11/2015,09/11/2015,09/11/2015,FALSE,0,0,FALSE,unexposed,NA,NA,NA,NA,none,NA,NA,NA
ID_2020,Group_138,NA,Group_138,F,19/10/2015,NA,19/10/2015,19/12/2015,19/12/2015,19/12/2015,FALSE,61,0.17,TRUE,exposed_asymptomatic,NA,NA,19/10/2015,Group_138,Birthdate,27/12/2013,NA,27/12/2013
ID_2293,Group_138,NA,Group_138,U,19/10/2015,NA,19/10/2015,06/12/2015,06/12/2015,06/12/2015,FALSE,48,0.13,TRUE,exposed_asymptomatic,NA,NA,19/10/2015,Group_138,Birthdate,27/12/2013,NA,27/12/2013
ID_263,Group_138,NA,Group_138,U,19/10/2015,NA,19/10/2015,13/12/2015,13/12/2015,13/12/2015,FALSE,55,0.15,TRUE,exposed_asymptomatic,NA,NA,19/10/2015,Group_138,Birthdate,27/12/2013,NA,27/12/2013
ID_2822,Group_138,NA,Group_138,U,19/10/2015,NA,19/10/2015,13/11/2015,14/11/2015,14/11/2015,FALSE,26,0.07,TRUE,exposed_asymptomatic,NA,NA,19/10/2015,Group_138,Birthdate,27/12/2013,NA,27/12/2013
ID_285,NA,NA,NA,U,NA,09/11/2015,09/11/2015,09/11/2015,09/11/2015,09/11/2015,FALSE,0,0,FALSE,unexposed,NA,NA,NA,NA,none,NA,NA,NA
ID_2008,Group_28,NA,Group_28,U,06/11/2015,NA,06/11/2015,06/12/2015,06/12/2015,06/12/2015,FALSE,30,0.08,TRUE,exposed_asymptomatic,NA,NA,06/11/2015,Group_28,Birthdate,06/04/2011,NA,06/04/2011
ID_1710,Group_28,NA,Group_28,U,06/11/2015,NA,06/11/2015,02/12/2015,02/12/2015,02/12/2015,FALSE,26,0.07,TRUE,exposed_asymptomatic,NA,NA,06/11/2015,Group_28,Birthdate,06/04/2011,NA,06/04/2011
ID_2778,Group_28,NA,Group_28,U,06/11/2015,NA,06/11/2015,29/12/2015,29/12/2015,29/12/2015,FALSE,53,0.15,TRUE,exposed_asymptomatic,NA,NA,06/11/2015,Group_28,Birthdate,06/04/2011,NA,06/04/2011
ID_2213,Group_69,NA,Group_69,U,24/11/2015,NA,24/11/2015,22/12/2015,22/12/2015,22/12/2015,FALSE,28,0.08,TRUE,exposed_asymptomatic,NA,NA,24/11/2015,Group_69,Birthdate,08/02/2007,NA,08/02/2007
ID_150,NA,NA,NA,U,NA,09/01/2016,09/01/2016,09/01/2016,09/01/2016,09/01/2016,FALSE,0,0,FALSE,unexposed,NA,NA,NA,NA,none,NA,NA,NA
ID_2381,NA,Group_125,Group_125,U,NA,01/01/2011,01/01/2011,01/01/2011,26/03/2011,26/03/2011,FALSE,84,0.23,FALSE,exposed_asymptomatic,NA,NA,01/01/2011,Group_125,group_change,NA,29/05/2009,29/05/2009
ID_574,NA,NA,NA,U,NA,05/08/2015,05/08/2015,05/08/2015,05/08/2008,05/08/2015,FALSE,0,0,FALSE,unexposed,NA,NA,NA,NA,none,NA,NA,NA
ID_1400,NA,NA,Group_21,U,NA,25/06/2015,25/06/2015,25/06/2015,25/06/2015,25/06/2015,FALSE,0,0,FALSE,exposed_asymptomatic,NA,NA,25/06/2015,Group_21,group_change,NA,NA,11/02/2015
ID_105,Group_141,NA,Group_141,U,01/03/2016,NA,01/03/2016,31/03/2016,31/03/2016,31/03/2016,FALSE,30,0.08,TRUE,exposed_asymptomatic,NA,NA,01/03/2016,Group_141,Birthdate,22/07/2015,NA,22/07/2015
ID_102,NA,Group_76,Group_76,M,NA,25/01/2016,25/01/2016,23/01/2017,23/01/2017,23/01/2017,TRUE,364,1,FALSE,exposed_signs,17/10/2016,Group_76,25/01/2016,Group_76,group_change,NA,20/07/2011,20/07/2011
ID_2524,NA,NA,NA,U,NA,01/03/2016,01/03/2016,01/03/2016,01/03/2016,01/03/2016,FALSE,0,0,FALSE,unexposed,NA,NA,NA,NA,none,NA,NA,NA
ID_570,Group_117,NA,Group_117,U,01/03/2016,NA,01/03/2016,15/04/2016,15/04/2016,15/04/2016,FALSE,45,0.12,TRUE,exposed_asymptomatic,NA,NA,01/03/2016,Group_117,Birthdate,08/10/2015,NA,08/10/2015
ID_1866,Group_117,NA,Group_117,M,01/03/2016,NA,01/03/2016,22/06/2016,22/06/2016,22/06/2016,FALSE,113,0.31,TRUE,exposed_asymptomatic,NA,NA,01/03/2016,Group_117,Birthdate,08/10/2015,NA,08/10/2015
ID_3187,Group_117,NA,Group_117,U,01/03/2016,NA,01/03/2016,21/03/2016,21/03/2016,21/03/2016,FALSE,20,0.05,TRUE,exposed_asymptomatic,NA,NA,01/03/2016,Group_117,Birthdate,08/10/2015,NA,08/10/2015
ID_2437,Group_41,NA,Group_41,U,26/04/2016,NA,26/04/2016,26/04/2016,26/04/2016,26/04/2016,FALSE,0,0,TRUE,unexposed,NA,NA,NA,NA,none,12/07/2016,NA,12/07/2016
ID_1977,Group_28,NA,Group_28,M,10/04/2016,NA,10/04/2016,29/05/2016,29/05/2016,29/05/2016,FALSE,49,0.13,TRUE,exposed_asymptomatic,NA,NA,10/04/2016,Group_28,Birthdate,06/04/2011,NA,06/04/2011
ID_984,Group_28,NA,Group_28,M,10/04/2016,NA,10/04/2016,09/03/2018,09/03/2018,09/03/2018,TRUE,698,1.91,TRUE,exposed_signs,22/11/2017,Group_28,10/04/2016,Group_28,Birthdate,06/04/2011,NA,06/04/2011
ID_1358,Group_28,NA,Group_28,M,10/04/2016,NA,10/04/2016,06/03/2018,10/03/2018,10/03/2018,TRUE,699,1.91,TRUE,exposed_signs,08/02/2018,Group_28,10/04/2016,Group_28,Birthdate,06/04/2011,NA,06/04/2011
ID_215,Group_28,NA,Group_28,M,10/04/2016,NA,10/04/2016,27/12/2017,27/12/2017,27/12/2017,TRUE,626,1.71,TRUE,exposed_signs,10/10/2017,Group_28,10/04/2016,Group_28,Birthdate,06/04/2011,NA,06/04/2011
ID_903,NA,Group_103,Group_103,M,NA,31/03/2016,31/03/2016,14/03/2017,14/03/2017,14/03/2017,FALSE,348,0.95,FALSE,exposed_signs,21/07/2016,Group_103,31/03/2016,Group_103,group_change,NA,18/12/2013,18/12/2013
ID_733,NA,Group_76,Group_76,M,NA,25/01/2016,25/01/2016,10/11/2016,10/11/2016,10/11/2016,TRUE,290,0.79,FALSE,exposed_signs,26/08/2016,Group_76,25/01/2016,Group_76,group_change,NA,20/07/2011,20/07/2011
ID_1525,Group_38,NA,Group_38,F,19/04/2016,NA,19/04/2016,28/08/2017,29/08/2017,29/08/2017,FALSE,497,1.36,TRUE,exposed_asymptomatic,NA,NA,19/04/2016,Group_38,Birthdate,07/09/2003,NA,07/09/2003
ID_397,Group_38,NA,Group_38,F,19/04/2016,NA,19/04/2016,25/05/2019,25/05/2019,25/05/2019,FALSE,1131,3.1,TRUE,exposed_asymptomatic,NA,NA,19/04/2016,Group_38,Birthdate,07/09/2003,NA,07/09/2003
ID_144,Group_55,NA,Group_55,F,21/04/2016,NA,21/04/2016,06/11/2018,06/11/2018,06/11/2018,FALSE,929,2.54,TRUE,exposed_signs,16/07/2018,Group_55,21/04/2016,Group_55,Birthdate,03/04/2011,NA,03/04/2011
ID_1314,Group_55,NA,Group_54,M,21/04/2016,NA,21/04/2016,08/09/2017,08/09/2017,08/09/2017,TRUE,505,1.38,TRUE,exposed_signs,21/04/2017,Group_54,21/04/2016,Group_55,Birthdate,03/04/2011,NA,04/02/2017
ID_38,Group_55,NA,Group_55,M,21/04/2016,NA,21/04/2016,04/01/2018,04/01/2018,04/01/2018,FALSE,623,1.71,TRUE,exposed_asymptomatic,NA,NA,21/04/2016,Group_55,Birthdate,03/04/2011,NA,03/04/2011
ID_1194,Group_55,NA,Group_132,M,21/04/2016,NA,21/04/2016,12/02/2019,13/02/2019,13/02/2019,TRUE,1028,2.81,TRUE,exposed_signs,28/04/2018,Group_55,21/04/2016,Group_55,Birthdate,03/04/2011,NA,09/03/2018
ID_2825,Group_55,NA,Group_55,M,21/04/2016,NA,21/04/2016,02/10/2016,02/10/2016,02/10/2016,FALSE,164,0.45,TRUE,exposed_asymptomatic,NA,NA,21/04/2016,Group_55,Birthdate,03/04/2011,NA,03/04/2011
ID_1901,Group_138,NA,Group_138,M,19/04/2016,NA,19/04/2016,06/12/2016,06/12/2016,06/12/2016,TRUE,231,0.63,TRUE,exposed_signs,13/11/2016,Group_138,19/04/2016,Group_138,Birthdate,27/12/2013,NA,27/12/2013
ID_2953,Group_138,NA,Group_138,M,19/04/2016,NA,19/04/2016,21/05/2016,21/05/2016,21/05/2016,FALSE,32,0.09,TRUE,exposed_asymptomatic,NA,NA,19/04/2016,Group_138,Birthdate,27/12/2013,NA,27/12/2013
ID_2260,Group_138,NA,Group_138,F,19/04/2016,NA,19/04/2016,26/11/2016,26/11/2016,26/11/2016,TRUE,221,0.61,TRUE,exposed_signs,14/11/2016,Group_138,19/04/2016,Group_138,Birthdate,27/12/2013,NA,27/12/2013
ID_2265,Group_150,NA,Group_49,M,25/04/2016,NA,25/04/2016,15/12/2017,15/12/2017,15/12/2017,TRUE,599,1.64,TRUE,exposed_signs,07/08/2017,Group_124,25/04/2016,Group_150,Birthdate,25/05/2008,NA,23/03/2017
ID_858,Group_150,NA,Group_150,F,25/04/2016,NA,25/04/2016,03/12/2016,05/04/2017,05/04/2017,FALSE,345,0.94,TRUE,exposed_asymptomatic,NA,NA,25/04/2016,Group_150,Birthdate,25/05/2008,NA,25/05/2008
ID_1806,Group_150,NA,Group_38,M,25/04/2016,NA,25/04/2016,13/12/2019,13/12/2019,13/12/2019,FALSE,1327,3.63,TRUE,exposed_asymptomatic,NA,NA,25/04/2016,Group_150,Birthdate,25/05/2008,NA,07/09/2003
ID_2325,Group_150,NA,Group_146,F,25/04/2016,NA,25/04/2016,22/03/2018,22/03/2018,22/03/2018,TRUE,696,1.91,TRUE,exposed_signs,21/03/2018,Group_146,25/04/2016,Group_150,Birthdate,25/05/2008,NA,29/01/2018
ID_329,Group_30,NA,Group_30,F,05/05/2016,NA,05/05/2016,07/07/2016,08/07/2016,08/07/2016,FALSE,64,0.18,TRUE,exposed_asymptomatic,NA,NA,05/05/2016,Group_30,Birthdate,09/06/2012,NA,09/06/2012
ID_2366,Group_76,NA,Group_76,M,29/04/2016,NA,29/04/2016,13/05/2017,21/06/2017,21/06/2017,FALSE,418,1.14,TRUE,exposed_signs,07/04/2017,Group_76,29/04/2016,Group_76,Birthdate,20/07/2011,NA,20/07/2011
